asset,scheme,scheme_id,view,technical_total,macro_total,macro_share,group,symbol
Blue chip stocks:JFC,BCV-PU,loocv_undersampled_ratio2.0,predicted_class,0.01098530514795052,0.004341317697279088,0.2832533781980756,Blue chip stocks,JFC
