asset,scheme,scheme_id,sample_index,date,pred_class_name,true_class_name,correct,row_index,row_name,row_type,mean_abs_shap,group,symbol
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,1,WilliamsR,technical,0.022543615962786135,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,18,Purchasing Power of Peso,macro,0.011538306341390126,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,12,CMFI,technical,0.009081623674137517,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,17,Inflation Rate,macro,0.00818447352066869,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,19,Reverse Repurchase Rate (RRP),macro,0.008140205341624096,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,15,Oil,macro,0.007470744701276999,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,6,TripleEMA,technical,0.0074697837480925955,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,2,SMA,technical,0.0062500527070369575,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,16,Gold,macro,0.006200778973288834,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,3,EMA,technical,0.004180878524493892,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,5,HMA,technical,0.0035206856075092217,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,4,WMA,technical,0.003076812898507342,PennyStocks,ARA
PennyStocks:ARA,BCV-PU,loocv_undersampled_ratio2.0,2403,2023-04-27,Hold,Hold,True,7,CCI,technical,0.0028472642312408424,PennyStocks,ARA
