asset,scheme,scheme_id,sample_index,date,pred_class_name,true_class_name,correct,row_index,row_name,row_type,mean_abs_shap,group,symbol
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,6,TripleEMA,technical,0.0323204790300224,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,8,CMO,technical,0.02579428351009483,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,17,Inflation Rate,macro,0.017376289376989006,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,19,Reverse Repurchase Rate (RRP),macro,0.01592566082108533,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,15,Oil,macro,0.015168470503704156,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,5,HMA,technical,0.012787023824057542,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,18,Purchasing Power of Peso,macro,0.012537932267878204,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,3,EMA,technical,0.011314291169401258,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,1,WilliamsR,technical,0.009221576871641445,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,12,CMFI,technical,0.008013443122035824,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,4,WMA,technical,0.007722459854267072,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,14,PSI,technical,0.007370228064246476,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,2,SMA,technical,0.0071084080220316535,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,16,Gold,macro,0.007086571103718598,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,13,DMI,technical,0.006754803030344192,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,7,CCI,technical,0.00600703748059459,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,0,RSI,technical,0.004401912696630461,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,9,MACD,technical,0.0017680901769381308,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,10,PPO,technical,0.001429280569209368,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4005,2023-04-30,Hold,Hold,True,11,ROC,technical,0.0011286078805824219,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,8,CMO,technical,0.02831686504650861,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,7,CCI,technical,0.026107743207830936,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,1,WilliamsR,technical,0.018730017615598626,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,6,TripleEMA,technical,0.017815379799867515,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,15,Oil,macro,0.015843166616468805,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,13,DMI,technical,0.014183126931311563,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,19,Reverse Repurchase Rate (RRP),macro,0.013644507243589033,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,18,Purchasing Power of Peso,macro,0.013516875554341824,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,17,Inflation Rate,macro,0.013183469411160331,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,14,PSI,technical,0.01287223700201139,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,0,RSI,technical,0.009434363953187131,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,12,CMFI,technical,0.008684731434914283,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,2,SMA,technical,0.007329548295820132,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,3,EMA,technical,0.007240306413041253,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,16,Gold,macro,0.0069782511243829505,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,5,HMA,technical,0.006905922430451028,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,4,WMA,technical,0.005498865636764094,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,10,PPO,technical,0.003021220789378276,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,9,MACD,technical,0.002892628714835155,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4026,2023-05-21,Hold,Hold,True,11,ROC,technical,0.0013613784022709296,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,6,TripleEMA,technical,0.03534522372065112,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,8,CMO,technical,0.028161459683906286,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,7,CCI,technical,0.015603290875151287,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,18,Purchasing Power of Peso,macro,0.014581347367493436,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,5,HMA,technical,0.01380097790097352,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,17,Inflation Rate,macro,0.013227569684386254,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,19,Reverse Repurchase Rate (RRP),macro,0.011561011633602902,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,1,WilliamsR,technical,0.010914536565542221,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,13,DMI,technical,0.01067065026727505,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,15,Oil,macro,0.010542611673008651,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,3,EMA,technical,0.009762101325031835,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,4,WMA,technical,0.009685221477411687,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,2,SMA,technical,0.008483270075521432,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,9,MACD,technical,0.007545818641665392,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,0,RSI,technical,0.005913847836200148,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,14,PSI,technical,0.005331705052776669,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,12,CMFI,technical,0.00518998480256414,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,16,Gold,macro,0.0039171603275462985,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,10,PPO,technical,0.001607149596020463,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4061,2023-06-25,Hold,Hold,True,11,ROC,technical,0.0014517338408040815,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4096,2023-07-30,Hold,Hold,True,7,CCI,technical,0.03576322951121256,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4096,2023-07-30,Hold,Hold,True,8,CMO,technical,0.026372438212274574,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4096,2023-07-30,Hold,Hold,True,1,WilliamsR,technical,0.02366429246030748,Crypto,BTC
Crypto:BTC,BCV-PU,loocv_undersampled_ratio2.0,4096,2023-07-30,Hold,Hold,True,6,TripleEMA,technical,0.019323483167681843,Crypto,BTC
