group,symbol,scheme,scheme_id,requested_scheme,checkpoint_path,test_metrics_path,background_size,eligible_test_samples,explained_samples,test_start_year,correct_only,explainer
Blue chip stocks,AC,BCV-PU,loocv_undersampled_ratio2.0,best,C:\Users\Vall James\OneDrive\Desktop\thesisit\Thesis\Stocks\Blue chip stocks\AC\AC\tech_macro\loocv_undersampled_ratio2.0\final_model.pt,C:\Users\Vall James\OneDrive\Desktop\thesisit\Thesis\Stocks\Blue chip stocks\AC\AC\tech_macro\loocv_undersampled_ratio2.0\test_metrics_2023_2025.json,100,442,20,2023,True,DeepExplainer
